id,name,dob,registered_date,phone,country
286,Breloom,1998-07-05T19:53:57.616Z,2002-05-29T04:53:24.366Z,1440988127,BR
287,Slakoth,1966-02-01T12:34:17.223Z,2016-07-11T20:04:39.761Z,267387181,RS
288,Vigoroth,2000-01-05T13:47:46.469Z,2018-09-01T12:17:39.618Z,131669982,RS
289,Slaking,1993-03-15T11:26:39.091Z,2016-07-29T20:33:07.322Z,,UA
290,Nincada,1986-06-15T08:35:25.427Z,2014-03-04T09:37:35.992Z,900455409,ES
291,Ninjask,1984-09-06T16:45:38.151Z,2019-08-29T20:35:49.030Z,786371968,CH
292,Shedinja,1980-01-29T18:18:33.777Z,2010-07-03T15:33:08.976Z,87792999,NO
293,Whismur,1964-11-11T12:20:33.025Z,2020-09-05T15:23:00.022Z,58687875,DK
294,Loudred,1950-10-30T10:10:57.895Z,2011-04-24T08:40:19.515Z,7507764692,US
295,Exploud,1988-04-01T08:39:09.994Z,2018-11-16T23:41:55.036Z,157357172,NL
296,Makuhita,1974-11-10T07:59:26.057Z,2003-01-25T02:43:18.492Z,2038333400,TR
297,Hariyama,1970-02-20T01:05:52.344Z,2002-10-30T12:27:55.880Z,714912825,NL
298,Azurill,1967-05-10T18:15:32.162Z,2014-05-30T11:04:11.721Z,957949815,ES
299,Nosepass,1972-11-26T00:04:54.887Z,2002-10-13T03:13:43.410Z,7300678416,IN
300,Skitty,1982-05-15T20:41:26.971Z,2017-06-11T09:13:05.902Z,6537707937,MX
301,Delcatty,1959-06-18T06:36:27.809Z,2018-07-24T00:38:50.154Z,58708071,NO
302,Sableye,1962-07-19T06:45:49.991Z,2012-12-23T11:50:38.453Z,917318328,AU
303,Mawile,1963-06-19T02:02:08.831Z,2002-12-11T03:20:46.432Z,,UA
304,Aron,1997-01-12T04:18:22.959Z,2009-10-28T11:40:26.715Z,239430982,RS
305,Lairon,1966-08-06T02:24:56.942Z,2020-07-24T07:02:15.320Z,771194867,CH
306,Aggron,1983-12-06T12:23:50.302Z,2009-01-02T08:17:49.601Z,764929551,NL
307,Meditite,1988-03-17T15:24:53.969Z,2010-02-28T15:31:12.115Z,65529060,NO
308,Medicham,1959-02-16T19:30:42.383Z,2002-07-29T17:33:38.338Z,1768750473,GB
309,Electrike,1944-12-20T00:14:18.363Z,2020-01-25T23:31:29.125Z,4010857658,DE
310,Manectric,1949-11-30T19:09:51.120Z,2004-11-04T09:00:35.350Z,284701255,FR
311,Plusle,1999-10-01T13:39:37.823Z,2005-06-09T05:25:06.459Z,3144929284,NZ
312,Minun,1983-08-06T05:09:50.915Z,2019-08-20T10:49:27.090Z,83769291,NO
313,Volbeat,1984-07-26T11:03:58.029Z,2011-07-22T19:15:52.072Z,8733176234,NZ
314,Illumise,1990-08-20T10:15:37.153Z,2016-09-04T00:01:03.626Z,398999235,NL
315,Roselia,1962-10-21T05:16:59.704Z,2008-05-20T05:39:18.704Z,3552860331,US
316,Gulpin,1953-12-18T00:55:40.684Z,2011-08-17T07:29:51.681Z,1539449925,GB
317,Swalot,1948-01-14T12:27:05.428Z,2012-04-06T14:07:05.165Z,7845751789,US
318,Carvanha,1960-12-07T11:46:29.061Z,2004-03-05T01:54:11.739Z,,CA
319,Sharpedo,1976-11-09T11:29:01.999Z,2012-11-17T20:25:03.392Z,69765270,NL
320,Wailmer,1954-01-28T13:28:47.236Z,2002-09-21T16:28:42.525Z,6435623034,US
321,Wailord,1985-08-10T03:47:44.517Z,2005-05-22T09:09:43.884Z,7415617127,IN
322,Numel,1958-09-02T00:41:40.149Z,2013-10-06T08:51:20.487Z,7484900,FI
323,Camerupt,1978-05-26T05:47:26.767Z,2009-11-05T17:42:45.306Z,6367038783,TR
324,Torkoal,1963-12-08T16:36:23.936Z,2014-11-13T14:14:14.004Z,983223912,ES
325,Spoink,1948-05-18T13:19:25.984Z,2003-02-15T04:52:36.340Z,5579570857,NZ
326,Grumpig,1969-03-05T07:01:21.493Z,2012-05-17T03:07:13.819Z,6526969427,MX
327,Spinda,1949-11-06T06:04:54.029Z,2012-07-11T18:59:58.675Z,855010488,BR
328,Trapinch,1968-12-16T14:08:44.831Z,2010-11-14T05:09:44.548Z,,CA
329,Vibrava,1986-08-30T05:18:54.916Z,2009-09-28T17:59:25.693Z,7648318807,BR
330,Flygon,1996-12-10T02:37:05.980Z,2011-07-25T17:21:23.560Z,571359125,FR
331,Cacnea,1974-02-05T23:09:38.076Z,2014-02-03T01:03:38.194Z,1014549560,GB
332,Cacturne,1946-06-27T10:18:15.314Z,2002-07-29T02:10:47.101Z,7423151545,IN
333,Swablu,1966-12-01T08:47:41.223Z,2004-10-29T05:08:13.722Z,8655212964,IN
334,Altaria,2000-04-10T17:25:17.015Z,2018-02-06T09:00:42.040Z,711344574,IE
335,Zangoose,1957-01-16T00:43:14.841Z,2021-09-19T07:44:03.057Z,8023730235,IN
336,Seviper,1975-05-23T16:54:14.559Z,2009-12-14T21:13:59.067Z,90757342,NL
337,Lunatone,1971-12-04T08:33:54.012Z,2010-07-22T04:14:46.298Z,4532306388,US
338,Solrock,1975-06-08T07:39:27.919Z,2012-11-24T13:38:23.036Z,972269054,NL
339,Barboach,1966-01-27T10:57:10.201Z,2017-02-20T07:06:10.184Z,37870250,NO
340,Whiscash,1979-09-28T21:25:28.558Z,2003-08-04T18:42:12.293Z,282761753,RS
341,Corphish,1967-10-28T03:42:15.958Z,2002-04-14T02:17:17.068Z,415052281,TR
342,Crawdaunt,2000-12-22T18:31:18.576Z,2017-04-05T03:12:09.172Z,,UA
343,Baltoy,1952-07-28T11:53:26.989Z,2007-12-01T14:11:18.779Z,3076611312,BR
344,Claydol,1945-11-30T08:23:42.777Z,2022-01-06T15:33:08.836Z,305643418,FR
345,Lileep,1968-06-06T21:31:36.812Z,2007-06-23T09:06:21.906Z,8710576387,NZ
346,Cradily,1991-09-03T21:55:27.765Z,2008-04-07T10:46:46.191Z,214770325,IE
347,Anorith,1949-12-17T01:19:50.688Z,2003-06-22T00:50:13.017Z,2035680061,IR
348,Armaldo,1989-12-05T19:00:32.487Z,2014-01-15T07:25:25.208Z,2432751280,NZ
349,Feebas,1988-05-09T05:14:44.755Z,2002-07-19T08:40:57.546Z,809209523,AU
350,Milotic,1994-08-15T10:58:00.620Z,2016-03-01T17:07:23.277Z,,UA
351,Castform,1949-10-27T01:39:50.965Z,2021-08-30T02:54:24.251Z,4112965230,NZ
352,Kecleon,1979-08-09T19:47:37.339Z,2022-01-10T16:21:08.374Z,902844934,ES
353,Shuppet,2000-09-24T13:41:20.009Z,2002-10-29T07:20:33.522Z,757120244,CH
354,Banette,1959-05-19T21:10:08.090Z,2013-07-04T00:35:20.208Z,29605087,NL
355,Duskull,1950-09-16T23:22:26.414Z,2007-08-06T10:45:10.691Z,654802841,NL
356,Dusclops,1946-06-26T11:56:56.667Z,2003-03-05T17:24:28.438Z,62217023,NO
357,Tropius,2000-06-16T12:06:53.974Z,2008-04-25T11:32:12.112Z,6417839703,MX
358,Chimecho,1980-11-04T10:45:10.661Z,2003-03-16T14:45:10.466Z,221788905,FR
359,Absol,1988-01-30T20:35:59.552Z,2015-04-26T15:47:01.827Z,6993349225,MX
360,Wynaut,1985-10-09T14:23:21.839Z,2005-12-13T21:33:33.216Z,8540544080,NZ
361,Snorunt,1997-02-28T04:10:57.823Z,2003-09-30T09:22:32.247Z,228615560,RS
362,Glalie,1968-09-19T15:16:07.692Z,2017-05-12T02:21:30.924Z,515585064,FR
363,Spheal,1971-10-24T23:48:03.104Z,2006-07-06T13:13:59.714Z,5233988237,BR
364,Sealeo,1973-02-18T07:58:09.444Z,2011-12-02T23:39:29.401Z,6684221,FI
365,Walrein,1997-11-05T20:33:43.184Z,2010-03-25T15:11:04.501Z,411468325,IE
366,Clamperl,1988-10-02T22:54:06.031Z,2007-09-29T15:23:03.535Z,514652714,IE
367,Huntail,2001-03-11T00:40:50.442Z,2018-08-04T01:39:26.546Z,169775336,GB
368,Gorebyss,1998-09-09T20:10:09.177Z,2015-06-16T06:28:18.532Z,999055109,ES
369,Relicanth,2001-03-30T04:52:41.666Z,2020-10-03T05:26:17.959Z,983023045,ES
370,Luvdisc,1965-02-10T20:41:09.640Z,2007-05-31T23:25:24.896Z,307388008,RS
371,Bagon,1951-03-22T02:14:34.219Z,2011-01-19T16:34:56.011Z,,UA
372,Shelgon,1973-12-18T23:54:07.348Z,2008-01-11T23:20:46.580Z,723651186,NL
373,Salamence,1986-03-21T05:36:19.332Z,2006-12-09T01:27:04.449Z,6551666,FI
374,Beldum,1948-09-16T03:57:59.401Z,2021-01-01T20:52:10.511Z,715038396,IE
375,Metang,1991-03-04T09:59:08.695Z,2016-03-05T04:55:40.047Z,764428757,CH
376,Metagross,1956-11-26T23:04:20.652Z,2012-03-19T07:53:51.547Z,9753625851,IR
377,Regirock,1968-04-22T00:56:37.749Z,2015-09-09T23:26:53.311Z,711619397,AU
378,Regice,1991-07-26T11:35:44.499Z,2020-07-16T07:03:21.205Z,9387034623,BR
379,Registeel,1974-02-07T22:05:42.574Z,2013-01-26T06:32:21.970Z,135569818,NL
380,Latias,1967-05-13T18:55:03.088Z,2008-04-19T15:22:58.235Z,3078397,FI
381,Latios,1979-08-13T04:54:32.826Z,2008-07-20T06:50:20.275Z,6721490250,MX
382,Kyogre,1983-10-11T22:55:48.793Z,2016-10-03T15:13:24.434Z,260718798,FR
383,Groudon,1974-01-20T06:35:45.523Z,2014-02-14T14:49:35.971Z,6955887449,DE
384,Rayquaza,2000-12-19T17:00:19.198Z,2007-06-05T04:43:32.671Z,750602506,CH
385,Jirachi,1953-04-03T07:25:17.552Z,2010-06-12T11:18:29.788Z,3008053529,BR
386,Deoxys-normal,1949-09-16T09:07:15.481Z,2005-07-31T18:31:08.692Z,2326622313,DE
387,Turtwig,1990-10-10T22:05:16.909Z,2014-07-13T07:44:51.455Z,8968890283,IN
388,Grotle,1951-07-24T18:34:01.185Z,2021-03-31T02:33:15.227Z,278517262,RS
389,Torterra,1971-06-10T23:04:30.998Z,2010-02-08T03:01:51.602Z,43372972,DK
390,Chimchar,1996-08-04T19:10:45.967Z,2010-09-27T22:07:01.670Z,7669021,FI
391,Monferno,1952-11-05T21:01:23.593Z,2012-06-29T16:52:41.373Z,8599365122,NZ
392,Infernape,1996-10-12T14:00:23.582Z,2014-01-30T00:58:52.436Z,6784509810,MX
393,Piplup,1993-08-28T06:07:49.842Z,2018-04-20T00:21:09.157Z,,CA
394,Prinplup,1986-03-09T18:39:57.279Z,2012-02-12T00:26:08.344Z,8354488596,BR
395,Empoleon,1996-07-01T22:21:12.661Z,2021-06-10T23:22:12.631Z,789231737,AU
396,Starly,1999-04-20T23:36:41.892Z,2019-01-30T04:22:52.106Z,532034457,FR
397,Staravia,1952-08-14T12:27:54.405Z,2002-12-28T05:38:05.627Z,273894101,RS
398,Staraptor,1988-06-06T12:40:34.678Z,2016-07-28T18:06:37.004Z,948398133,ES
399,Bidoof,1983-07-02T21:39:51.698Z,2014-08-10T03:51:30.902Z,,UA
400,Bibarel,1982-01-05T12:24:15.872Z,2020-07-26T07:29:01.777Z,,UA
401,Kricketot,1982-09-24T05:00:00.974Z,2012-03-05T22:28:18.356Z,4111840557,BR
402,Kricketune,1990-10-30T06:51:33.760Z,2019-01-23T14:50:17.522Z,714193626,IE
403,Shinx,1999-04-25T18:52:14.922Z,2014-12-10T14:19:29.985Z,318269894,IE
404,Luxio,1993-12-10T01:59:48.122Z,2018-04-13T18:41:13.911Z,8781622492,IN
405,Luxray,1981-01-07T17:07:42.274Z,2002-08-30T16:30:18.699Z,716701036,IE
406,Budew,1997-01-14T03:50:21.784Z,2003-03-29T03:05:39.930Z,4752284027,BR
407,Roserade,1973-01-26T06:21:08.096Z,2014-08-01T04:12:17.509Z,939805332,ES
408,Cranidos,1963-06-01T08:43:52.436Z,2008-01-15T02:40:58.945Z,8479413,FI
409,Rampardos,1946-12-22T20:17:43.441Z,2022-04-12T20:38:00.979Z,,CA
410,Shieldon,1948-06-05T17:44:35.051Z,2012-04-05T07:50:05.157Z,,UA
411,Bastiodon,1951-05-21T15:02:57.043Z,2003-11-22T19:42:19.245Z,4294722265,BR
412,Burmy,1978-03-01T05:09:24.932Z,2018-05-30T21:46:37.826Z,,CA
413,Wormadam-plant,1971-11-30T00:30:15.577Z,2017-01-19T02:04:34.926Z,6085857575,TR
414,Mothim,1962-04-05T20:08:39.182Z,2004-12-04T22:18:36.187Z,1387383273,GB
415,Combee,1976-09-04T22:16:37.536Z,2019-07-04T02:22:22.352Z,999902366,ES
416,Vespiquen,1969-09-10T02:09:20.853Z,2013-10-06T18:53:16.707Z,8436846210,IN
417,Pachirisu,1946-08-31T00:47:11.670Z,2016-07-06T03:06:48.603Z,3681768244,TR
418,Buizel,1966-05-02T18:22:35.340Z,2012-05-02T18:29:18.310Z,1095790867,DE
419,Floatzel,1982-04-30T18:07:57.500Z,2011-01-18T07:55:59.723Z,421325582,TR
420,Cherubi,1965-09-06T11:14:10.092Z,2014-06-07T14:25:22.113Z,,CA
421,Cherrim,1990-04-17T08:53:03.394Z,2021-09-15T08:59:46.284Z,8939914871,DE
422,Shellos,1976-07-23T13:31:55.687Z,2018-03-30T06:24:04.801Z,108107065,NL
423,Gastrodon,1966-03-08T02:19:21.353Z,2007-08-26T18:00:55.253Z,257669873,RS
424,Ambipom,1985-10-24T01:20:42.858Z,2008-02-19T06:47:36.327Z,12378014,BR
425,Drifloon,1957-02-07T21:23:21.085Z,2012-10-30T12:46:12.315Z,188314533,FR
426,Drifblim,1994-06-13T06:37:43.475Z,2009-05-11T16:33:03.658Z,315019188,IE
427,Buneary,1990-07-23T19:12:49.735Z,2011-11-16T05:23:25.988Z,,UA
428,Lopunny,1947-12-07T15:13:59.592Z,2011-10-27T08:57:24.916Z,45121533,DK
429,Mismagius,1952-11-23T21:00:32.463Z,2018-04-15T14:46:15.234Z,6039689635,MX
430,Honchkrow,1960-02-03T11:10:06.686Z,2007-11-04T21:39:03.684Z,811194501,AU
431,Glameow,1995-08-21T12:59:08.712Z,2005-10-30T16:50:40.483Z,6337798242,MX
432,Purugly,1982-09-16T03:20:44.092Z,2007-09-04T05:50:32.136Z,322684003,FR
433,Chingling,1988-10-03T03:21:18.791Z,2012-08-10T17:41:10.744Z,184893014,RS
434,Stunky,1961-10-22T16:04:36.382Z,2006-01-19T01:48:24.909Z,1415501469,NZ
435,Skuntank,1949-03-23T07:38:09.482Z,2009-05-16T12:02:07.313Z,8057508973,IN
436,Bronzor,1997-12-01T18:31:48.978Z,2017-04-13T04:48:42.343Z,3238311009,DE
437,Bronzong,1963-09-22T21:40:43.348Z,2007-10-22T05:02:38.220Z,556853261,NL
438,Bonsly,1959-10-04T19:37:40.611Z,2010-04-16T04:27:59.194Z,,UA
439,Mime-jr,1983-06-10T01:47:40.392Z,2009-01-07T18:27:50.611Z,8125795507,IN
440,Happiny,1963-04-27T13:42:38.473Z,2009-09-23T21:27:24.321Z,256715972,AU
441,Chatot,1996-05-01T09:31:37.358Z,2002-09-06T00:25:09.392Z,38146672,NO
442,Spiritomb,1974-06-04T21:28:00.468Z,2008-12-19T08:57:40.796Z,50636007,NO
443,Gible,1961-03-27T01:45:54.741Z,2018-02-26T18:14:44.589Z,426100436,BR
444,Gabite,1993-02-17T10:50:11.908Z,2018-06-21T05:42:01.926Z,78885409,DK
445,Garchomp,1976-08-31T22:29:22.686Z,2019-05-06T19:35:30.004Z,317820019,IE
446,Munchlax,1986-02-18T02:21:48.694Z,2015-10-15T04:58:29.462Z,2813784,FI
447,Riolu,1946-07-24T19:46:20.706Z,2020-06-21T22:59:37.105Z,587226558,NL
448,Lucario,1978-05-13T16:40:26.903Z,2019-08-07T02:28:32.414Z,903857645,ES
449,Hippopotas,1962-10-06T23:49:31.299Z,2018-10-07T11:37:25.032Z,,UA
450,Hippowdon,1970-04-04T22:30:05.328Z,2014-10-24T22:24:23.302Z,62087334,NO
451,Skorupi,1987-11-08T19:36:24.287Z,2012-05-16T22:25:48.158Z,750292994,CH
452,Drapion,1992-11-17T05:50:51.031Z,2018-07-30T01:48:25.602Z,2449144876,TR
453,Croagunk,1999-05-26T04:10:35.818Z,2016-05-25T01:36:59.739Z,3237334981,US
454,Toxicroak,1971-05-14T06:03:25.062Z,2017-07-10T05:23:19.204Z,957437888,ES
455,Carnivine,1985-03-14T02:36:51.273Z,2016-04-20T04:28:02.918Z,70716698,AU
456,Finneon,1996-09-18T01:33:06.741Z,2003-07-24T08:52:59.829Z,947236378,ES
457,Lumineon,1979-10-30T11:04:18.454Z,2022-04-22T08:33:34.021Z,419728326,FR
458,Mantyke,1964-10-22T12:35:44.218Z,2012-06-14T19:08:04.634Z,35405547,NO
459,Snover,1973-04-10T14:00:44.879Z,2013-08-15T05:17:35.975Z,,UA
460,Abomasnow,1964-10-11T20:50:01.113Z,2017-05-26T23:23:57.327Z,9110300216,NZ
461,Weavile,2000-02-19T18:15:01.305Z,2006-11-21T10:58:30.817Z,85863619,NO
462,Magnezone,1973-02-21T12:46:45.124Z,2017-07-18T15:12:50.928Z,724984442,AU
463,Lickilicky,1960-03-15T08:38:40.558Z,2015-03-18T17:38:18.099Z,986216805,ES
464,Rhyperior,1945-12-06T03:33:40.855Z,2011-09-30T23:30:04.260Z,9552542890,BR
465,Tangrowth,1969-11-01T21:46:58.914Z,2014-11-13T15:50:20.711Z,6060027087,MX
466,Electivire,1960-12-16T21:01:02.769Z,2010-04-03T20:04:02.295Z,5714672578,NZ
467,Magmortar,1977-11-12T19:07:52.937Z,2004-04-09T09:29:52.446Z,1481188492,BR
468,Togekiss,1960-09-09T13:37:51.744Z,2013-05-15T13:52:14.152Z,6375573433,MX
469,Yanmega,1987-04-12T12:48:03.971Z,2006-10-31T09:18:47.763Z,340087138,RS
470,Leafeon,1995-07-06T09:49:07.888Z,2020-09-14T10:25:00.195Z,6540052111,BR
471,Glaceon,1980-07-15T16:20:34.994Z,2017-10-03T03:08:46.248Z,141883371,DE
472,Gliscor,1981-04-05T18:46:19.525Z,2008-08-19T15:35:29.670Z,,GB
473,Mamoswine,1985-10-28T07:36:19.547Z,2014-05-11T02:29:33.293Z,8300448785,NZ
474,Porygon-z,1999-11-25T01:03:59.792Z,2011-01-04T19:48:04.514Z,1980689828,BR
475,Gallade,1952-10-16T21:25:55.678Z,2005-03-28T08:16:57.035Z,7976699922,IN
476,Probopass,1954-10-19T13:38:01.906Z,2018-07-10T03:56:03.492Z,6702364425,MX
477,Dusknoir,1974-02-14T08:49:05.217Z,2003-12-08T05:50:21.062Z,791288885,CH
478,Froslass,1979-08-27T04:16:57.662Z,2005-10-26T20:10:37.456Z,968237542,ES
479,Rotom,1948-03-14T13:21:15.255Z,2006-12-03T20:25:18.021Z,82222402,DK
480,Uxie,1981-05-16T02:27:53.830Z,2010-04-28T17:19:07.785Z,1768718984,GB
481,Mesprit,1991-10-12T18:45:00.653Z,2018-06-07T09:05:08.800Z,62175822,NO
482,Azelf,1956-09-15T13:17:07.629Z,2014-03-23T22:18:18.274Z,965253290,ES
483,Dialga,1956-08-26T11:49:43.603Z,2016-03-15T14:33:45.806Z,1.18335E+12,GB
484,Palkia,1993-06-29T19:00:50.424Z,2004-12-06T08:09:48.586Z,7266023651,IN
485,Heatran,1969-03-05T14:42:41.627Z,2007-10-24T05:39:33.321Z,174382488,FR
486,Regigigas,1946-09-05T08:41:49.979Z,2002-10-20T06:09:50.025Z,1697770404,GB
487,Giratina-altered,1954-11-21T19:29:10.345Z,2005-09-18T14:55:12.664Z,8857528899,IN
488,Cresselia,1986-11-04T00:38:53.493Z,2009-04-01T07:29:26.976Z,6603027011,MX
489,Phione,1988-11-14T11:36:01.281Z,2007-08-27T21:26:23.149Z,979918576,NL
490,Manaphy,1993-12-06T00:16:51.136Z,2013-09-30T00:15:08.374Z,914362740,AU
491,Darkrai,1985-07-27T15:37:35.962Z,2017-11-03T03:06:31.566Z,405309146,FR
492,Shaymin-land,1953-01-05T06:12:44.544Z,2017-07-08T10:21:09.224Z,315182801,RS
493,Arceus,1981-11-20T11:17:30.484Z,2012-02-19T00:09:38.123Z,578887749,NL
494,Victini,1998-02-01T06:48:44.703Z,2019-09-26T18:59:50.082Z,773285799,CH
495,Snivy,1989-07-21T00:26:46.024Z,2012-10-31T04:22:22.825Z,117771084,FR
496,Servine,1992-05-04T13:47:59.256Z,2017-12-14T17:27:21.611Z,7968159840,DE
497,Serperior,2001-05-23T10:57:53.233Z,2010-06-26T08:25:31.949Z,4322646,FI
498,Tepig,1954-07-01T17:43:30.247Z,2002-06-28T19:52:42.607Z,548456907,IR
499,Pignite,1976-04-15T22:34:29.472Z,2010-02-04T20:51:49.851Z,578397528,NL
500,Emboar,1998-04-17T21:48:34.211Z,2015-02-14T03:02:41.060Z,9805473,FI
501,Oshawott,1971-10-17T08:35:54.790Z,2017-08-04T10:54:40.249Z,158112204,FR
502,Dewott,1996-09-02T06:08:48.351Z,2007-04-21T14:34:33.985Z,9557734422,BR
503,Samurott,1962-11-25T03:59:44.935Z,2015-02-12T17:34:46.943Z,,UA
504,Patrat,1967-10-11T18:35:34.902Z,2011-03-17T16:39:35.338Z,1113166767,NZ
505,Watchog,1989-01-11T19:34:03.670Z,2018-07-21T16:37:37.133Z,4692547663,DE
506,Lillipup,1951-04-05T03:44:25.120Z,2007-10-30T01:28:56.591Z,,DK
507,Herdier,1983-11-27T01:59:05.107Z,2009-09-07T21:13:16.420Z,132362635,RS
508,Stoutland,1948-07-18T04:15:59.495Z,2005-06-29T06:15:01.479Z,2217798,FI
509,Purrloin,1984-06-04T17:43:18.519Z,2002-05-04T07:30:49.138Z,9485435306,US
510,Liepard,1991-08-06T22:03:49.279Z,2002-05-27T19:02:20.120Z,8009212560,DE
511,Pansage,1974-09-30T01:46:03.822Z,2019-02-12T13:18:08.702Z,4109115157,TR
512,Simisage,1950-01-11T21:20:56.364Z,2005-02-08T01:15:30.246Z,9048423506,IN
513,Pansear,1966-02-24T16:04:05.975Z,2012-02-22T03:37:39.498Z,766602097,CH
514,Simisear,1947-03-01T04:08:32.127Z,2012-09-15T14:58:14.909Z,1662454681,IR
515,Panpour,1965-01-19T20:40:38.951Z,2019-12-28T19:16:19.574Z,2554632567,DE
516,Simipour,1983-12-09T14:13:29.796Z,2005-06-04T01:38:58.777Z,8356129,FI
517,Munna,1967-04-14T05:20:55.347Z,2002-09-08T09:02:33.137Z,6417075,FI
518,Musharna,1970-03-08T03:48:13.433Z,2021-10-14T22:54:49.624Z,606581027,NL
519,Pidove,1954-09-20T19:51:11.644Z,2018-11-14T07:48:19.279Z,141860684,NZ
520,Tranquill,1989-03-12T13:47:31.448Z,2009-10-01T17:17:04.101Z,459721244,FR
521,Unfezant,1980-02-14T03:19:43.802Z,2015-10-12T13:03:58.859Z,763269708,CH
522,Blitzle,1962-01-29T08:53:44.529Z,2021-09-09T16:20:42.289Z,8176553016,IN
523,Zebstrika,1959-03-15T14:53:08.508Z,2008-09-27T01:27:13.133Z,9427290971,IR
524,Roggenrola,1976-03-06T19:44:06.646Z,2018-07-02T09:31:45.754Z,2395063825,US
525,Boldore,1969-08-06T11:12:54.343Z,2011-10-19T00:25:37.639Z,8144447241,IN
526,Gigalith,1991-04-04T13:39:53.585Z,2021-06-08T08:58:36.852Z,2692137740,US
527,Woobat,1956-09-06T22:52:20.557Z,2003-05-24T18:08:13.091Z,128222403,FR
528,Swoobat,2000-07-15T16:46:29.941Z,2021-03-06T13:11:23.317Z,364138349,RS
529,Drilbur,1971-06-04T12:44:11.611Z,2015-02-09T00:07:36.464Z,6513251611,US
530,Excadrill,1953-07-13T07:48:53.233Z,2015-06-15T01:09:05.100Z,6449030297,MX
531,Audino,1959-12-17T23:40:50.967Z,2003-08-22T15:15:28.224Z,8784810199,IN
532,Timburr,1966-03-16T16:59:25.035Z,2010-11-06T06:25:13.432Z,2877450191,DE
533,Gurdurr,1951-03-27T11:56:42.580Z,2003-06-30T16:23:08.678Z,904375071,NL
534,Conkeldurr,1984-06-26T01:12:48.380Z,2015-06-28T06:00:27.248Z,6901840,FI
535,Tympole,1963-04-23T09:08:54.049Z,2014-07-23T11:05:33.442Z,8676313440,IN
536,Palpitoad,1970-04-14T14:47:03.856Z,2020-12-07T06:54:04.514Z,761142230,CH
537,Seismitoad,1981-03-28T06:32:08.680Z,2006-11-08T14:05:25.533Z,137538493,DE
538,Throh,1984-08-30T00:50:43.494Z,2019-07-09T15:02:54.752Z,5247877638,BR
539,Sawk,1951-07-29T01:59:17.250Z,2004-02-25T18:48:37.792Z,99785293,NL
540,Sewaddle,1984-10-17T22:25:30.765Z,2002-06-03T22:48:24.302Z,513880700,IE
541,Swadloon,1970-11-01T09:57:49.022Z,2003-10-21T08:32:20.229Z,,UA
542,Leavanny,1981-12-22T05:27:55.446Z,2018-02-27T04:56:27.360Z,,CA
543,Venipede,1988-01-27T17:09:08.864Z,2002-08-31T14:27:51.931Z,8606351454,IN
544,Whirlipede,1998-10-19T03:14:20.831Z,2019-12-07T14:26:42.000Z,992734449,ES
545,Scolipede,1999-01-15T20:36:12.729Z,2004-09-24T01:17:44.894Z,1810681898,TR
546,Cottonee,1988-03-07T11:26:25.590Z,2020-09-18T04:58:30.581Z,4999167555,IR
547,Whimsicott,1985-08-23T15:48:59.287Z,2014-08-14T00:10:43.287Z,7312221598,IR
548,Petilil,1951-06-30T05:42:59.385Z,2015-09-04T13:19:26.167Z,31921669,NO
549,Lilligant,1979-04-02T15:37:50.825Z,2019-06-22T06:57:43.021Z,730684322,AU
550,Basculin-red-striped,1981-05-27T07:20:08.193Z,2008-04-27T17:40:43.338Z,1697733374,GB
551,Sandile,1991-05-29T20:04:52.324Z,2015-12-17T01:03:12.129Z,117536990,IE
552,Krokorok,1979-05-31T20:49:55.939Z,2013-12-07T19:19:52.855Z,315584490,IE
553,Krookodile,1997-12-02T20:45:51.129Z,2007-11-16T03:32:13.230Z,855322515,NL
554,Darumaka,1995-05-16T01:12:52.137Z,2013-06-28T01:55:55.101Z,216240595,IE
555,Darmanitan-standard,1945-04-05T12:47:04.051Z,2022-03-06T05:40:56.766Z,,CA
556,Maractus,1970-07-24T09:33:59.078Z,2006-10-10T07:14:31.717Z,2249513502,GB
557,Dwebble,1954-10-26T08:40:37.026Z,2004-02-28T04:40:10.008Z,4337373788,BR
558,Crustle,1996-04-02T07:42:19.637Z,2003-12-19T09:00:23.527Z,,CA
559,Scraggy,1994-12-29T21:35:57.545Z,2006-02-07T02:32:22.140Z,144164569,FR
560,Scrafty,1965-01-09T22:00:14.668Z,2019-02-15T16:56:37.991Z,4868205064,US
561,Sigilyph,1979-11-15T03:47:39.490Z,2020-02-02T12:29:40.705Z,884659328,NL
562,Yamask,1985-01-17T04:34:41.110Z,2006-03-06T19:03:04.545Z,372576239,NL
563,Cofagrigus,1965-04-22T22:35:12.011Z,2012-02-12T02:47:40.758Z,766439491,CH
564,Tirtouga,1993-02-17T12:18:34.737Z,2015-10-14T23:42:54.925Z,9328037744,IR
565,Carracosta,1958-03-25T07:34:30.012Z,2012-09-18T13:43:08.935Z,8168833364,IR
566,Archen,1985-10-25T22:57:07.887Z,2019-08-31T06:10:51.837Z,3759397911,DE
567,Archeops,1994-01-07T22:50:21.063Z,2012-04-08T01:40:10.543Z,775218642,CH
568,Trubbish,1978-10-17T04:46:53.327Z,2009-07-20T07:23:15.058Z,8683338977,TR
569,Garbodor,1994-11-19T07:09:03.038Z,2010-10-03T04:56:45.878Z,6344458257,MX
570,Zorua,1945-10-25T23:49:35.381Z,2019-02-03T06:38:23.687Z,58839488,DK
571,Zoroark,1978-08-11T06:06:34.643Z,2020-08-21T14:26:38.330Z,2148413353,NZ
